dish_name,count
"Gyümölcsleves, rántott csirkemell pankómorzsával, friss saláta",1
Bableves - Szárnyas aprólék leves,1
Mákos és Diós kelt kalács,1
Hawaii csirke kukoricás rizzsel,1
Sült kacsacomb grillezett ananászkarikával rozmaringos burgonyán,1
Jóasszony sertésragu rizzsel,1
Brassói szász lakodalmas leves,1
"Göngyölthús, francia saláta, rizs",1
"Rántott sajt – rántott gomba, párolt rizs, francia saláta C: Sertés flekken, hagymás burgonya, saláta",1
"Zöldfűszeres csirkecsíkok, tésztasaláta",1
"Sertéskaraj ""Dubarry"" módra, petrezselymes burgonya",1
Brokkoli leves pirított magvakkal,1
Sárgaborsó főzelék sült debreceni,1
"Rántott sajt, sültburgonyával, tartár",1
Prézlis tészta barack lekvárral,1
"Sokmagvas rántott szelet, vegyes körettel",1
Rántott karfiol hasábburgonyával +Meglepetés sütemény,1
Lecsós tarja tepsis burgonyával,1
Sárgaborsó krémleves kolbászmorzsával,1
Sertéspörkölt tésztával és savanyúsággal,1
"Zabpelyhes rántott hal, f. sali, rizs",1
Körömpörkölt főttburgonyával,1
"Sajtos- gombás sertés batyu, vajas burgonya, saláta C: Rakott kel",1
"A. menü: Rakott krumpli 2390.- B. menü: Sajtburger, 0,33 üdítővel 2390.-",1
Gyümölcsleves - Gyrostál,1
"Töltött paprika, törtburgonyával",1
Gulyásleves A : Bolognai spagetti B :Aranygaluska vaníliasodóval,1
Erdélyi gombaleves,1
"Tökmagos rántott halfilé, majonézes burgonya saláta",1
"Gyümölcsmártás, sült csirkecomb",1
"Prágai rántott szelet, majonézes kukorica, rizs",1
"Tavasziasan töltött sertés tekercs rántva, párolt rizs, saláta C: Rác csirkecomb, karikás burgonya",1
"Sokmagvas rántott szelet, burgonyapüré",1
Bakonyi csirkemell árpagyönggyel,1
"Füstölt sajtos rántott hús, püré",1
"Malacsült, párolt káposzta törtburgonyával",1
"Rántott pontyszelet, párolt rizs, tartármártás",1
"Csirkemell ropogós bundában, rizzsel",1
"Sült hekk, majonézes salátával",1
Krumplis tészta +Meglepetés sütemény,1
"Olaszos rántott szelet paradicsom szósszal és sajttal besütve, hasábburgonya",1
"Zöldfűszeres tejszínes csirkecombfilé, rizs",1
Lecsós sertésszelet házi karika burgonya,1
"Szárnyas májjal töltött sertés java rántva, rizibizi, saláta",1
Tejfölös gombleves - Csontleves cérnametélttel,1
- Négysajtos pulykamell orsó tésztával,1
-Mákos vagy dejós tészta,1
Jókai bableves - Csontleves,1
"Kapros csirkeragu, sajtos masnival",1
Sertés paprikás orsó tésztával,1
Tárkonyos lencseleves,1
Házi túrógombóc cukros tejföllel,1
Tyúkerő leves tésztával,1
"Csülkös pacalpörkölt, sósburgonyával",1
"Vadas szelet, csőtésztával, zsemle kockával",1
Szemesbabfőzelék marhapörkölttel,1
Rántott halfilé majonézes burgonyával,1
Vadgulyás,1
"Angol babfőzelék, fokhagymás flekken",1
"- Cornflakes halfilé, majonézes krumpli salátával",1
- Rozmaringos fetás sült csirkecombok sültburgonyával,1
"- Fokhagymás - mustáros natúr szelet, párolt rizzsel",1
"Meggyszósz, párizsi sertés szelet",1
Rakott karfiol greslivel,1
Puszta pecsenye rizibizi párizsi karaj sült káposzta és tejföl,1
Pankómorzsás rántott jérce petrezselymes burgonya,1
Sobri sertésapró bulgurral,1
"Töltött sült dagadó petrezselymes burgonya 1, 3",1
"Pankós csirkemell rántva, rizibizi",1
"Csevep, törtburgonya ajvárral",1
"Filézett csirkecomb Budapest módra, párolt rizs, saláta",1
Sertéspaprikás nokedli,1
"Sült csirkecomb, gyöngyhagymás bulgur",1
"Mai menü Levesek Húsleves -Olasz paradicsomleves -Tarhonyáshús -Túrós csusza -Mézes-mustáros csirke, kukoricás rizs -Rántott karaj/rántott csirkemell +választható köret",1
"Hurka-kolbász friss kenyérrel, savanyúsággal",1
Gyümölcsfőzelék párizsi szelettel,1
BBQ csirkemell steak burgonya majonézes káposztával,1
Krumpli főzelék fasírozottal,1
"Rántott csirkecomb, rizibizi, saláta C: Rablóhús serpenyőben sütve, vajas burgonya, saláta",1
"Szezámmagos sertés szelet, vegyes köret",1
Szentgyörgyi palacsinta,1
"Gulyásleves - Máglyarakás, Káposztás tészta",1
"Sült hekk, steak burgonya",1
"Borzaska, törtburgonya",1
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta C: Fokhagymás sertéssült, tört burgonya, párolt káposzta",1
"A. Natùr csirkemell, sajttal sonkával, kukoricàval borítva, jázmin rizzsel",1
Frédi szelet lecsós kocka burgonya,1
"Hortobágyi húsos palacsinta 1, 3, 7",1
"Zöldborsós raguleves 1, 3, 9",1
Lecsós tokány tarhonyával uborkával,1
Csirkemell jóasszony módra jázmin rizs,1
"Bakonyi sertés tésztával B: Kijevi pulykamell, burgonyapüré",1
"Magvas rántott jércemell, vegyes köret",1
"Sült tarja burgonya krokettel, friss saláta",1
"Mézes-szezámos csirkeszárny franciasaláta 1, 6, 10",1
"Gyümölcsleves, hagymás-gombás tarjasült, karika burgonya",1
"Grill csirke, steak burgonya",1
"Majorannás csirkecomb, gombás rizs",1
Mártai borzaska steakburgonyával,1
"Sajttal- sonkával töltött sertés java, hagymás burgonya, saláta C: Rántott tengeri halszelet, rizibizi, saláta",1
Bankfalusi szelet burgonyapürével,1
"Vasalt csirkecomb rizzsel, joghurtos friss salátával",1
"Mustáros aprópecsenye, tészta",1
Töltött grillezett darálthúsos paprika,1
Orly jércemell rizibizi,1
"Bableves - Lecsós sertéskaraj rizzsel vagy Tökmagos rántott szelet, rizibizi",1
Túrós csusza C: Prézlistészta öntettel,1
"Zöldbabfőzelék, malacsülttel",1
Rántott sertéstarja hagymás burgonyával,1
Csirkebecsinált,1
Körtés gyümölcsleves,1
Kemencés tarja steakburgonya,1
Csirkés-zöldborsós ragu penne,1
Őszibarackos csirkemell sajttal és pürével,1
"-Frankfurti leves- Csontleves - Gyümölcsleves -Budapest szelet fussili tésztával -Orly pulykamell, sajtos rizi-bizi -Csirke zöldségágyon - +1 Rántott karaj/rántott pulykamell/rántott karfiol/rántott csirkeszárny",1
Fűszeres csirkemell gombás rizzsel kéksajt mártással,1
Bajor burgonyaleves,1
"Farm csirkecomb, burgonyapüré",1
"BBQ csirkecomb, burgonya krokett",1
"Rántott sajt - rántott gomba, párolt rizs, francia saláta",1
"Halpaprikás, csusza tészta",1
"Firenzei tekercs, petrezselymes burgonya",1
Sajtkrém leves levesgyönggyel,1
"-Raguleves citrommal -Csontleves -Almaleves Főételek -Alföldi csirkepaprikás, túrós galuska -Cornflakeses sertéskaraj, vegyesköret -Kijevi csirkemell, sajtos burgonyapüré -Rántott karaj/rántott csirkemell/rántott gomba/rántott sajt+választható köret",1
"Csirkecombfilé borsmártással, burgonyasalátával",1
Vajbableves baconmorzsával,1
"Kemencében sült csülök, h.burgonya",1
Tepsis rakott csirkecomb párolt rizs,1
Chilis bab pirított bagett,1
"Sokmagvas rántott jérce, krokett",1
"Marhalábszár pörkölt, galuska",1
Belsőség leves - Gyümölcsleves,1
"Mézes - mustáros csirkemell, törtburgonyával",1
"Lecsós sertés karaj, steak burgonya",1
Bogrács gulyásleves - Tyúkhúsleves csigatészta,1
"Lecsós karaj, párolt rizzsel",1
"Hamis gulyás - Szerb rizses hús vagy Magvas rántott szelet, rizs",1
Tökfőzelék zöldséges kakukkfüves fasírt,1
Rántott csirkemell rizibizivel,1
"Rántott csirkemell, petrezselymes burgonya, saláta",1
"Rozmaringos csirkemell, steak burgonya",1
"Sokmagvas szelet, francia saláta",1
"Szaftos tejfölös csirkecomb, rizs",1
Sült oldalas steak burgonyával és tejfölös uborka salátával,1
"Szezámos halfilé rántva, majonézes almasaláta",1
"Sajttal- sonkával töltött sertés java, petrezselymes burg., saláta C: Roston sült csirkecomb, párolt rizs, kompót",1
"Császármorzsa, barack lekvár",1
"Csirke finomfalatok, kukoricás rizs",1
"Paradicsomos káposzta, vagdalt",1
Zöldborsó sertésragu,1
Sajtos-tejfölös tészta,1
"Szezámos rántott halfilé, rizs, majonézes almasaláta",1
"Póréhagymaleves, zsemlekockával",1
Desszert svédasztalos étkezéshez -Meggyes brownie,1
"Levesek Zellerkrémleves fűszeres kenyérkockával -Húsleves Főételek -Baconos pulykamell őzgerincbe sütve, tepsis burgonyával -Túrós csusza -Rakott karfiol -Rántott karaj/rántott pulykamell/rántott csirkeszárny/rántott sajt+választható köret",1
Töltött csirkecomb petrezselymes burgonyával,1
Csontleves eperszalaggal,1
"Paprikás burgonya füstölt kolbásszal, savanyúsággal",1
Tejszínes gombás kacsaragu tésztával,1
Marhalábszár pörkölt sósburgonyával,1
"Mozzarellás, sült csirkecomb paradicsomkarikával, hercegnő burgonya",1
Halpaprikás túrós csusza,1
"Rántott hal, rizzsel, tartárral",1
"Cigánypecsenye hagymás burgonya, saláta",1
Borsós csirkemáj pörkölt jázmin rizzsel,1
Füstölt sajttal töltött sertésborda lecsós burgonyával,1
Szárított paradicsommal olivabogyóval és sajttal töltött csirkemell soksajtos pennével,1
Babgulyás gazdagon csipedettel,1
"Töltött gombafejek rizzsel, tartár",1
"Rántott tengeri halszelet, rizibizi, saláta C: Bakonyi sertés szelet galuskával",1
A. menü: Sült csirkecomb rizibizivel,1
Lasangne,1
Ropogós csirkeszárnyak lecsós burgonya,1
Sütőtökleves,1
"Rántott csirkecomb, rizibizi, saláta",1
"Pirított sertés máj, sósburgonya, saláta",1
Töltött csirkecomb steakburgonyával,1
Tojásos vajbableves,1
"Cornflakes rántott jércemell, bulgur",1
"Lecsós sertéskaraj, rizs",1
"Mai menü: Chili burger, sült krumplival 1790.-",1
"Rántott halfilé, rizibizi",1
Parajkrémes csirkemell rolád francia salátával,1
Marhapörkölt tarhonyával kovászos uborka,1
"Gyümölcs főzelék, párizsi csirkemell, sütemény",1
"Bánfi sertésmáj, törtburgonyával",1
"Zöldborsófőzelék, sült csirkecombbal",1
"Rántott karfiol, hasábburgonya, tartár",1
"Dijoni mustáros roston csirkecombfilé, rizs",1
Korhelyleves kolbásszal,1
Lecsós kemencében sült csirkecomb tésztával,1
"Sertéssült borsmártással, vajas burgonya",1
"Zöldborsó krémleves, pirított zsemlekockával",1
"Gombaleves - Tarhonyás hús vagy Halrudak, rizibizi",1
Betyárgulyás - Sült derelye öntettel vagy burgonyás tészta,1
"Mai menü: Hurka-kolbász, friss kenyérrel, csemege uborkával",1
+sütemény,1
"Cheddar sajtos tepsis burgonya, gorgonzola mártásos csirkével",1
Csirke leves tésztával,1
"Ropogós csirkeszárny, burgonya püré",1
"Csirkemell Orly módra, párolt rizs, saláta C: Holstein sertés java, vajas burgonya, saláta",1
"Temesvári tokány, tésztával",1
"Fokhagymás sertésszelet, zöldséges rizzsel",1
"Rántott csirkeszárny, burgonyapürével",1
Szerb rizses hús,1
"Mátrai búbos hús, steak burgonya",1
"Rántott szelet, rizs",1
"Magyaros sertés szelet, petrezselymes burgonya",1
Hallé,1
Előrendelt Tálak átvétele 10-13 óráig,1
"Csongrádi tekercs steakburgonya  1,3",1
"Pincepörkölt tésztával, saláta",1
"Csirkepaprikás, copfocska tésztával",1
Lecsós tarja steak burgonya,1
"Tejszínes-gombás gnocchi 1, 3, 7, 15",1
"Csontleves gazdagon 1, 3, 9",1
"Pankós rántott csirkemell, kukoricás rizs",1
Brindzás sztrapacska rántott hússal,1
"Rántott csirkeszárny, tojás saláta, rizs",1
"Sajttal - kolbásszal töltött sertés, burgonyapüré",1
"Currys csirke, kuszkusz",1
"Csirkepörkölt tészta 1, 3",1
Sült csontos karaj krumplipüré 7,1
"Zellerkrém leves 1, 3, 7, 9",1
Csirkehúsleves tésztával,1
Búboshús tepsis burgonyával,1
Töltött csirkecomb rizi-bizi,1
"Főnök kedvence, rizs",1
Édes - savanyú csirkemell rizzsel,1
"Rántott tengeri hal- rántott tintahalkarika, párolt rizs, majonéz C: Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta",1
"Kijevi szelet, mexikói rizzsel",1
"Lencsefőzelék, grill kolbásszal",1
Lecsós sült csirkecomb rizzsel,1
"Vadas sertésszelet, zsemlegombóc, csőtészta C: Rántott sertés máj, petrezselymes burgonya, saláta",1
Szemes babfőzelék sertés pörkölttel,1
"Póréhagymás csirkecomb, bulgur",1
Citromos spagetti lazaccal és garnélával.  Eredeti olasz recept alapján,1
"Budapest aprópecsenye, tészta",1
Mákos és Diós kalács,1
Desszert: Sportszelet epermártással,1
"Rántott sajt- rántott csirkemell, párolt rizs, tartármártás",1
Fokhagymakrémleves sajtos krutonnal,1
"Burgonya főzelék, fasírozott",1
"Rántott pulykamell, francia saláta, rizs",1
"Filézett csirkecomb, grill zöldség, krokett",1
"Rántott filézett csirkecomb, vajas burgonya",1
Sajtos tészta - Krumplis tészta - Ízes derelye,1
"Rántott csirkecomb - párizsi sertés csík, zöldséges rizs, saláta",1
Krumplistészta 1,1
"Rántott jércemell, majonézes burgonyasaláta",1
"Sertés flekken, petrezselymes burgonya, saláta",1
Csirkeragu mexikói rizs,1
Holstein szelet krumplipüré,1
Lestyános szárnyas raguleves / Gyümölcsleves,1
"Füstölt sajtos tarja, steak burgonya",1
Óvári sertéskaraj bulgurral,1
"Csongrádi tekercs petrezselymes burgonya 1, 3, 7, 12",1
Pünkösd,1
Kemencében sült tarja sajttal,1
"Bakonyi szelet, tészta",1
Gyümölcsmártás rántott szelet,1
Vadas mártás sertéscombbal zsemlegombóccal,1
"Juhász bojtár kedvence, krokett",1
Újhagymás burgonyaleves - Gyümölcsleves,1
"Görög csirkecomb filé, steakburgonya",1
"Cornflakes rántott szelet, petrezselymes burgonya",1
"Sült csirkecomb, meggyszósszal",1
"Fitness menü: Tonhal saláta. 1 790.- Hamburger menü: Chicken burger, sült krumpli + üdítő. 2 290.- JOKER MENÜ: 1. Roston csirkemell pirított magvakkal, saláta ágyon, parmezán sajttal. 1 790.- 2. Rántott csirkemell édesburgonyával, friss salátával. 1 890.-",1
Sült házi hurka - kolbász vele sült burgonyával és uborkával,1
Rántott csirkecomb filé petrezselymes burgonyával,1
Bakonyi sertés bulgurral,1
"Póréhagymás sajtos csirkemell csőben sütve, krokett",1
"Marhapörkölt, túrós strapacskával, vagy főtt burgonyával",1
"Piedone sertésszelet, steak burgonya",1
"Többsajtos csirkemell, krokett",1
"Kijevi csirke rántva, püré",1
Soksajtos rántott csirkemell pürével,1
"Szezámmagos rántott jérce, francia saláta, rizs",1
"Rántott sajt - párizsi csirkemellcsík, hagymás burgonya, kukorica saláta",1
"Vadas szelet, steak burgonya",1
Kentucky csirkecomb amerikai salátával,1
Cigánypecsenye hagymás törtburgonya,1
Hamis gulyás - Hentes apró rizzsel vagy Milánói sertésborda,1
Bogrács gulyásleves -Tárkonyos sertés raguleves,1
Stírai metélt,1
"Malacsült, párolt káposztával, törtburgonyával",1
Szárazbabfőzelék sertéspörkölttel,1
"Rántott sertés szelet, rizibizi, csemege uborka",1
Őszibarackos grillezett csirkemell sültburgonyával,1
Tarjás pizza,1
Húsgombóc paradicsom mártással főttburgonyával,1
"Cornlakes rántott hal, párolt zöldség, rizs",1
"Paprikás krumpli nokedlivel, sült debrecenivel",1
Csirkemell rizottó,1
"Brokkoli krémleves, pirított magvakkal",1
"Rizsfelfújt  3,7",1
"Csáky rostályos tészta  1,3",1
"Korhelyleves  1,3,9",1
Lyoni sertés szelet rizibizi,1
"Napi menünk: Rántott szelet, vagy Rántott sajt, vagy Töltött csirkemell, jázmin rizzsel vagy sült krumplival 2390.-",1
"Babgulyás - Nutellás gombóc, káposztás tészta",1
"Csabai töltött karaj, törtburgonya",1
"Sajtos-gombás sertésbatyu, hagymás burgonya, saláta C: Csirkemelles lasagna",1
Magyaros zöldség leves,1
"Brokkolis baconos pulykamell csőben, krokett",1
"Savanyú krumplileves, kolbászcsipsz",1
Hentes szelet rizzsel,1
"Váraljai aprópecsenye, tepsis burgonya",1
- Rántott karaj vagy csirkemell majonézes tésztasalátával,1
- Rakott krumpli,1
- Fűszeres karajszeletek jóasszony módra tepsis burgonyával,1
Citromos tárkonyos raguleves - Csontleves,1
"Natúr csirkecomb füstölt szalonnával és sajttal egyben sütve, püré",1
"Pankó morzsás rántott hús, püré",1
"Afrikai harcsafilé erdőkerülő módra, rizs",1
Mézes-mustáros sertésoldalas petrezselymes burgonyával Desszert: Kókuszgolyó,1
"Mézes - mustáros csirke, zöldséges rizzsel",1
Roston csirkemell tejszínes gombamártással és steak burgonya,1
"Göngyölt sertés, burgonyapüré",1
Füstölt szalonnás tarja sültburgonya,1
"Töltött csirkecomb, burgonya krokett",1
"Rántott pontyszelet, petrezselymes burgonya, saláta C: Búbos sertés java, párolt rizs, saláta",1
"Dijoni sertésapró, steak burgonya",1
Sült dagadó rösztivel,1
Töltött paprika főtt burgonyával,1
"Brokkolis baconös pulykamell, hercegnő burgonya",1
"Töltött dagadó, burgonyapüré",1
Zöldséges rizottó sült csirkemell,1
Zöldborsóleves eperlevéllel,1
"BBQ csirkeszárny, coleslaw saláta",1
"Grillezett camembert, friss saláta, málnás dressing",1
"Csirkecomb jóasszony raguval, fűszeres burgonya",1
"Szárazbab főzelék, sült debreceni",1
Fokhagymás rizsleves,1
Chilis bab rizzsel,1
Bácskai rizseshús uborkasalátával,1
"Sajtos brokkolis pulykamell csőben, krokett",1
"Túrógombóc, vanília öntettel",1
Házi mákos vagy diós nudli,1
Kelkáposzta főzelék sertéspörkölt,1
Házi túrógombóc édes tejföllel,1
"Póréhagymás - gombás tejszínes csirkecomb, nokedli",1
"Cornflakes rántott szelet, sültburgonya",1
"Csirkemell pankó morzsában, jázmin rizzsel",1
Édes-savanyú csirke rizzsel,1
Kijevi tekercs burgonyapürével,1
Rántott camabert salátával áfonya lekvárral,1
"Rántott pontypatkó, petrezselymes burgonya",1
"Rántott sajt- rántott csirkecomb, párolt rizs, majonézes burgonya C: Cigánypecsenye, hagymás burgonya, saláta",1
"Csülök pörkölt, pásztor tarhonyával",1
"Rántott csirkemell, rizs, befőtt",1
"Hawaii csirkemell csőben sütve, petrezselymes burgonya C: Milánói sertésborda",1
"Sertéspörkölt, tésztával",1
"Túrós tészta 1, 7",1
"Náncsi csirkecomb, babsaláta, rizs",1
Hekk burgonyasalátával,1
"Bableves - Rántott sertésmáj rizzsel vagy Sertéskaraj vadasan, tészta",1
Aranygaluska - Káposztás tészta - Lekváros gombóc,1
Karfiol krémleves zsemlekockával,1
"Csirkenyárs, amerikai burgonya, friss saláta",1
"Tökmagos rántott jérce, burgonya krokett",1
Ponty paprikás kapros túrós csuszával,1
"Szezámmagos rántott sertés szelet, rizibizi, saláta",1
Kapuvári sertésszelet,1
"Grillezett sertésjava, steak burgonya",1
Sajtkrémes göngyölt csirkemell vegyes saláta,1
Birkapörkölt sós burgonya,1
"Frankfurti leves - Lyoni csirkemáj vagy Magvas rántott szelet, rizibizi",1
"Tárkonyos raguleves - Sült derelye öntettel, túrós tészta",1
Csülkös babgulyás leves - Szárnyas raguleves,1
Csirkecomb filé fahéjas sült almával,1
"Sült csirkecomb, steak burgonya",1
"Gyümölcsleves, fokhagymás tarja, törtburgonya",1
Chedarral és jalapeno paprikával töltött sertés szelet pirított burgonyával,1
Tejszínes gombás tészta pirított kacsával,1
"Sült hurka, kolbász, törtburgonya, párolt káposzta",1
Hagymás rostélyos mogyoró burgonya,1
"Rántott tengeri halfilé, jázmin rizs, tartár",1
Zöldséges burgonyaleves,1
Desszert: Szilvalekváros piskóta,1
Csirkemell cheddar sajttal és tarjával töltve rizibizi,1
Zellerkrémleves pesztós zsemlekockával,1
"Tejszínes - gombás szelet, tészta",1
"Mexikói tokány, tészta",1
"Mustáros flekken, petrezselymes burgonya",1
Jókai bableves - Libaraguleves,1
"Mustáros flekken, fűszeres burgonya",1
"Rántott hal, burgonyapüré",1
Retro Tejberizs 7,1
"Tárkonyos sertésraguleves 1, 3, 7, 9",1
"Roston sült karaj, burgonyával",1
"Hentestokány, tésztával",1
"Almafőzelék, párizsi sertésszelet",1
"Csopaki aprópecsenye, tészta",1
Roston csirkemell zöldséges rizottóval,1
"Csőben sült tejszínes - gombás karaj, bulgur",1
Piszkeszósz rántott jércével,1
"Bajor töltött sertésborda, hagymás burgonya",1
Párizsi csirkemell mexikói rizs,1
"Napi menünk: Stefánia szelet, rizibizivel 2390.-",1
"Sajttal - sonkával - kukoricával töltött szelet, rizzsel",1
"Tejfölös-fokhagymás csirkecomb krumplipüré 1, 7",1
"Mézes-sörös sült oldalas majonézes saláta 1, 3, 7",1
Csülkös pacalpörkölt főtt burgonya,1
"Bableves - Rántott sajt, rizs, tartármártás vagy Tejszínes , gombás jérce tésztával",1
"Jókai bableves - Máglyarakás, káposztás tészta",1
"Ruccolával-túróval töltött sertés karaj,fűszeres burgonya",1
"Levesek Lencse leves, füstölt hússal - Húsleves Főételek -Rántott sertésmáj, petrezselymes burgonya -Kondoros aprópecsenye, rizs -Grízes tészta -Rántott karaj/ rántott pulyka/rántott sajt/rántott gomba+választható köret",1
Túróval töltött zsemle édes tejföllel,1
"Rostonsült karaj krumplipürével, csemegeuborkával",1
Rántott hekk burgonyapürével uborkával,1
"Vadas sertésszelet 1, 3, 7",1
Sertésszelet zöldbors mártással és steak burgonya,1
Arató gulyás - Gyümölcsleves,1
"Pacal, főtt burgonya",1
"Csirkeragu mexikói rizs  1,3,7",1
"Holstein szelet krumplipüré  1,3,7",1
"Lestyános szárnyas raguleves  1,3,9",1
"Gyümölcsfőzelék, Orly pulykamell",1
"Kemencés sültcsülök, törtburgonya",1
Svájci grillcsirkemell bulgurral,1
"Búbos sertés java, petrezselymes burgonya, saláta",1
"Párizsi csirkemell - töltött gomba, párolt rizs, párolt zöldség",1
"Zöldborsós sertésszelet, törtburgonyával",1
Grillezett csirkemell hasábburgonyával és sajtmártással,1
"Erdei gyümölcsmártás, rántott jérce",1
"Ropogós hekk, rizs, majonézes káposztasali",1
Erdélyi tokány rizs,1
"Bakonyi tokány, rizs",1
Húsgombóc paradicsomos mártással és főttburgonyával,1
"Csongrádi sertés tekercs, hagymás burgonya, saláta C: Rakott kel",1
"Lecsós sertés apró, rizs",1
"Sokmagvas szelet, mexikói rizs",1
Sajttal baconnal töltött szelet graten burgonya,1
Brokkoli tejszínes tészta,1
Marha csont leves zöldségekkel,1
"Baconös - brokkolis pulykamell kemencében, püré",1
Velős tekercs rösztikével,1
"Levesek Halászlé -Húsleves Főételek -Hentestokány, tészta -Mézes-mázas sült oldalas gratin burgonyával -Fokhagymás-joghurtos pulykamell párolt zöldséggel -Rántott karaj/rántott pulykamell /rántott gomba/rántott sajt +választható köret",1
Sült hekk vegyes körettel,1
"Rántott camabert, barack, áfonya, krokett",1
"Sertéskaraj ""Otthon"" módra",1
"Vasalt csirkecomb, majonézes burgonya",1
Eszterházy sertéskaraj kuszkusszal,1
Sertés flekken tepsis burgonya,1
"Ropogós sült csülök, tepsis burgonya",1
"Sertéskaraj ""hentes"" módra tésztával",1
"Rántott sertésmáj, petrezselymes burgonyával",1
Fokhagymás sertésszelet zöldséges rizzsel,1
Rántott csirkeszárny burgonyapürével,1
Zöldborsó krémleves pirított zsemlekockával - Gyümölcsleves,1
Sajtos - tejfölös tészta pirított házi szalonnával,1
"Sertéskaraj ""Otthon"" módra, rizzsel",1
Desszert svédasztalos étkezéshez -Almás pite,1
"Zöldbabfőzelék, fokhagymás flekken",1
Lecsós csirkemáj bulgurral,1
"Csőben sült tejszínes - brokkolis csirkemell, rizs",1
"Zöldfűszeres sertés csíkok, steak burgonya",1
Fokhagymás spenótos tészta,1
Rántott csirkemell burgonya pürével barack befőttel,1
BBQ csirkeszárnyak majonézes káposztasaláta steak burgonya,1
"Füstölt sajtos pulykamell rántva, mexikói rizs",1
"Kijevi sertés tekercs, burgonya püré, saláta C: Tejszínes gombás tengeri halszelet, párolt rizs",1
Kolbászos lecsó tarhonyával uborkával,1
"Párizsi pontyszelet, vajas burgonya, saláta",1
"Rántott tengeri halszelet, párolt rizs, tartármártás C: Házi disznótoros, tört burgonya, párolt káposzta",1
"Töltött dagadó, hagymás törtburgonya",1
"Sokmagvas rántott szelet burgonyapüré  1,3,10,11",1
"Magyaros burgonyaleves - Sonkával töltött sajt, rizs, tartár vagy",1
"Rántott sajt- rántott velő, párolt rizs, majonéz C: Sertés szelet Budapest módra, petrezselymes burgonya, saláta",1
Mézes - narancsos bundában sült csirke kukoricás rizs,1
"Rántott sertésszelet sült krumpli, tartár",1
Magyaros zöldborsó leves,1
"Párizsi sertés csíkok, petrezselymes burgonya, saláta C: Grillezett csirkemell, párolt rizs, párolt zöldség",1
Zöldséges tészta,1
"Rántott hal, rizibizi",1
"Sertés ragu, stroganoff rizs",1
Tejszínes csirkés - gombás tészta,1
"Zöldségleves petrezselymes galuskával A :Rántott karaj, hasábburgonya, csalamádé B :Csőben sült zöldséges tészta",1
Sertés tokány jázmin rizs,1
Alföldi gulyás - Grízes metélt vagy Tojásos nokedli,1
"Bakonyi csirkemell árpagyöngy  1,7,15",1
Prézlis tészta öntettel C: Mogyorókrémes gombóc,1
"Gyümölcsleves, kemencés kacsacomb, párolt káposztával, törtburgonyával",1
"Spenótos - sajtkrémes tarja, spagettivel",1
Sült grill kolbász hasábburgonya káposzta saláta,1
"Csirke gordon bleu rizibizi, uborka saláta",1
"Lyoni sertéskaraj, mexikói rizs",1
"Sajtos-gombás sertés batyu, hagymás burgonya, saláta C: Rakott karfiol",1
"Csirkepörkölt nokedlivel, savanyúság",1
Ropogós sült csirkecomb gombás rizs 15,1
"Hentes tokány tészta 1, 7",1
"Bableves Family módra 1, 3, 9",1
"Diós rántott csirkemell, krokett",1
Csirkemájas zöldborsóleves,1
"Sült császár almafőzelékkel, párolt rizzsel Desszert: Képviselőfánk",1
"Sertés flekken, Bajor káposzta steak burgonya",1
"Legényfogó leves  1,3,9",1
"Párizsi bundás karfiol, petrezselymes bulgur +Meglepetés sütemény",1
"Mézes-chilis csirkeszárny, steak burgonya",1
"Pepperónis sajtos rántott csirkemell, püré",1
Trópusi csirkemell rizs,1
"Csőben sült barackos csirkemell, párolt rizs C: Milánói sertésborda",1
"Lecsós szelet, törtburgonya",1
Stefánia szelet zöldborsófőzelékkel,1
"Sonkával töltött rántott sajt, burgonyapüré",1
Zöldségleves vajgaluska leves,1
"Pankó morzsás rántott jércemell, vegyes köret",1
Stíriai metélt meggyraguval,1
BBQ oldalas héjjas burgonyával lyoni hagymával,1
"Csirke saslik, steak burgonya",1
"Körmös pacalpörkölt, főttburgonya",1
"Mesteríjász rablóhús, sültburgonya",1
"Sajtos, gombás sertésbatyu, petrezselymes burgonya, saláta",1
Körtekrém leves,1
Vadas szelet spagetti,1
Debreceni sertéstokány rizs,1
"Májjal töltött gomba, rizibizi",1
"Gyros friss saláta, sültburgonya",1
"Ínyenc tekercs, törtburgonya",1
"Szezámmagos rántott jércemell, krokett",1
Spagetti csirkével és zöldségekkel vajmártásban,1
"Búbos hús, rizs",1
Magyaros burgonyaleves - Pirított sertésmáj rizzsel vagy,1
"Mákos guba vaníliasodó 1, 3, 7",1
Fűszeres sült oldalas petrezselymes burgonya,1
"Korhely leves 1, 3, 9",1
Sárgabarackleves,1
"Mustáros sült tarja, párolt rizs",1
"Marhapörkölt, tarhonya",1
Sült csirkecomb jóasszony raguval rizzsell,1
Szezámos bundában sült csirkemell majonézes burgonyával,1
Orjaleves csigatésztával,1
"Magyaróvári tarja, sültburgonya",1
"Rántott csirkecomb, rizs, francia saláta",1
"Alföldi gulyásleves - Sült derelye öntettel, Káposztás tészta",1
Chilis bab fokhagymás bagettel,1
Ponty halászlé - Pásztor gulyásleves,1
"Mákos guba, vaníliás öntettel",1
Sajtkrémes-bundás tarja petr. burgonya,1
